slide_name,blob_index,x_position,y_position,stack_size,reference_z,best_z,z_difference,best_index,focus_metric,color_metric,process_time,capture_status,index,type,id,score,slide_top_edge_px,slide_bottom_edge_px,slide_height_um,slide_found,slide_top_width_um,slide_bottom_width_um,slide_left_bottom_side_px,slide_left_top_side_px,slide_right_bottom_side_px,slide_right_top_side_px,slide_placed,slide_bottom_width_dimension_status,slide_top_width_dimension_status,distance_change_px,left_corner_difference_px,right_corner_difference_px,slope_px,angle_degrees,y_offset_px,x_offset_px,_source.data.x_offset_um,_source.data.y_offset_um,placement_status,x_dimen_status,y_dimen_status,height_status,slide_thickness,raw_slide_thickness,cluster_name,scanner_name,u_id,load_identifier,row_index,col_index,time_stamp,slide_id,row,column,loaded_date,_source.data.initial_box_0_0_px,_source.data.initial_box_0_1_px,_source.data.initial_box_1_0_px,_source.data.initial_box_1_1_px,_source.data.initial_box_2_0_px,_source.data.initial_box_2_1_px,_source.data.initial_box_3_0_px,_source.data.initial_box_3_1_px,_source.data.rect_start_x_px,_source.data.rect_start_y_px,_source.data.rect_start_width_px,_source.data.rect_start_height_px,_source.data.rect_angle,_source.data.bottom_edge_px,_source.data.bottom_right_side_edge_px,_source.data.final_box_0_0_px,_source.data.final_box_0_1_px,_source.data.final_box_1_0_px,_source.data.final_box_1_1_px,_source.data.final_box_2_0_px,_source.data.final_box_2_1_px,_source.data.final_box_3_0_px,_source.data.final_box_3_1_px,_source.data.hyp_pyth_theorem,_source.data.opp_pyth_theorem,_source.data.adj_pyth_theorem,permissible_angle,actual_angle,_source.data.expected_del_pos_x,_source.data.expected_del_pos_y,_source.data.zoomed_in_del_pos_x,_source.data.zoomed_in_del_pos_y,_source.data.zoom_in_out_ratio,_source.data.zoom_slope,_source.data.slide_pos_x,_source.data.slide_pos_y,_source.data.offset_pos_x_px,_source.data.offset_pos_y_px,offset_pos_x_um,offset_pos_y_um,_source.data.slide_height_px,_source.data.slide_width_px,slide_width_um,_source.data.y_stage_img_pos_status,_source.data.x_stage_img_pos_status,_source.data.error_x_pos,_source.data.error_y_pos,_source.data.slide_presence_probability,date,_merge
H01CBA02P_99150,0,20256.25,29162.5,37,6550,6548.125,1.875,17,31.23481316,31.2323861,3.72269392,1,slide_placement,_doc,2huV0XgBY1V5ZLgkra7M,1,136,2071,76045.5,TRUE,25780.8,25859.4,806,169,806,825,TRUE,TRUE,TRUE,19,-637,19,,,,,,,TRUE,TRUE,FALSE,TRUE,1.15,25,CS002,H01CBA02P,,CS002-1-1618411711877,1,16,2021-04-14T18:12:30,99150,,,,,,,,,,,,,,,,,,,169,136,825,146,806,2071,146,2045,25.7808,2.25,0.7467,5.006815972,0.565525967,752,193,771,175,0.946987952,18.86363636,825,136,-54.20865279,38.08817087,-2125,1500,1935,656,25780.8,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA02P_99150,1,20762.5,40800,37,6490,6488.125,1.875,17,32.26944741,20.53390052,5.389347076,1,slide_placement,_doc,2huV0XgBY1V5ZLgkra7M,1,136,2071,76045.5,TRUE,25780.8,25859.4,806,169,806,825,TRUE,TRUE,TRUE,19,-637,19,,,,,,,TRUE,TRUE,FALSE,TRUE,1.15,25,CS002,H01CBA02P,,CS002-1-1618411711877,1,16,2021-04-14T18:12:30,99150,,,,,,,,,,,,,,,,,,,169,136,825,146,806,2071,146,2045,25.7808,2.25,0.7467,5.006815972,0.565525967,752,193,771,175,0.946987952,18.86363636,825,136,-54.20865279,38.08817087,-2125,1500,1935,656,25780.8,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA02P_99150,2,20381.25,14962.5,37,6478.125,6480,-1.875,19,6.874517012,11.48492095,3.139801979,1,slide_placement,_doc,2huV0XgBY1V5ZLgkra7M,1,136,2071,76045.5,TRUE,25780.8,25859.4,806,169,806,825,TRUE,TRUE,TRUE,19,-637,19,,,,,,,TRUE,TRUE,FALSE,TRUE,1.15,25,CS002,H01CBA02P,,CS002-1-1618411711877,1,16,2021-04-14T18:12:30,99150,,,,,,,,,,,,,,,,,,,169,136,825,146,806,2071,146,2045,25.7808,2.25,0.7467,5.006815972,0.565525967,752,193,771,175,0.946987952,18.86363636,825,136,-54.20865279,38.08817087,-2125,1500,1935,656,25780.8,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA02P_99153,0,9268.75,33031.25,37,6410,6408.125,1.875,17,34.86780029,22.9278262,3.916931868,1,slide_placement,_doc,Xxua0XgBY1V5ZLgkBNt_,1,134,2064,75849,TRUE,25662.9,26055.9,813,187,813,840,TRUE,TRUE,TRUE,27,-626,27,,,,,,,TRUE,TRUE,FALSE,TRUE,0,2,CS002,H01CBA02P,,CS002-1-1618411711877,1,17,2021-04-14T18:17:15,99153,,,,,,,,,,,,,,,,,,,187,134,841,135,813,2064,150,2064,25.6629,2.25,1.1004,5.029877326,0.831694229,752,193,771,175,0.946987952,18.86363636,841,134,-70.20865279,40.08817087,-2756.25,1581.25,1930,653,25662.9,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA02P_99153,1,5137.5,28618.75,37,6408.125,6411.875,-3.75,20,15.44473747,20.58024586,1.937344313,1,slide_placement,_doc,Xxua0XgBY1V5ZLgkBNt_,1,134,2064,75849,TRUE,25662.9,26055.9,813,187,813,840,TRUE,TRUE,TRUE,27,-626,27,,,,,,,TRUE,TRUE,FALSE,TRUE,0,2,CS002,H01CBA02P,,CS002-1-1618411711877,1,17,2021-04-14T18:17:15,99153,,,,,,,,,,,,,,,,,,,187,134,841,135,813,2064,150,2064,25.6629,2.25,1.1004,5.029877326,0.831694229,752,193,771,175,0.946987952,18.86363636,841,134,-70.20865279,40.08817087,-2756.25,1581.25,1930,653,25662.9,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA02P_99153,2,10406.25,21768.75,37,6451.875,6453.75,-1.875,19,32.66973832,28.20717738,2.111147165,1,slide_placement,_doc,Xxua0XgBY1V5ZLgkBNt_,1,134,2064,75849,TRUE,25662.9,26055.9,813,187,813,840,TRUE,TRUE,TRUE,27,-626,27,,,,,,,TRUE,TRUE,FALSE,TRUE,0,2,CS002,H01CBA02P,,CS002-1-1618411711877,1,17,2021-04-14T18:17:15,99153,,,,,,,,,,,,,,,,,,,187,134,841,135,813,2064,150,2064,25.6629,2.25,1.1004,5.029877326,0.831694229,752,193,771,175,0.946987952,18.86363636,841,134,-70.20865279,40.08817087,-2756.25,1581.25,1930,653,25662.9,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA02P_99153,3,10150,44581.25,69,6408.125,6351.875,56.25,4,34.74020636,28.73401534,3.27466321,1,slide_placement,_doc,Xxua0XgBY1V5ZLgkBNt_,1,134,2064,75849,TRUE,25662.9,26055.9,813,187,813,840,TRUE,TRUE,TRUE,27,-626,27,,,,,,,TRUE,TRUE,FALSE,TRUE,0,2,CS002,H01CBA02P,,CS002-1-1618411711877,1,17,2021-04-14T18:17:15,99153,,,,,,,,,,,,,,,,,,,187,134,841,135,813,2064,150,2064,25.6629,2.25,1.1004,5.029877326,0.831694229,752,193,771,175,0.946987952,18.86363636,841,134,-70.20865279,40.08817087,-2756.25,1581.25,1930,653,25662.9,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA02P_99156,0,13731.25,6306.25,37,6450,6453.75,-3.75,20,22.00190408,13.20945353,4.500252247,1,slide_placement,_doc,lhye0XgBY1V5ZLgk-RRl,1,133,2053,75456,TRUE,25780.8,25702.2,808,183,808,839,TRUE,TRUE,TRUE,31,-625,31,,,,,,,TRUE,TRUE,FALSE,TRUE,1.15,25,CS002,H01CBA02P,,CS002-1-1618411711877,1,18,2021-04-14T18:22:39,99156,,,,,,,,,,,,,,,,,,,183,132,839,133,808,2053,154,2051,25.7808,2.25,1.2183,5.006815972,0.925128305,752,193,771,175,0.946987952,18.86363636,839,132,-68.20865279,42.08817087,-2675,1656.25,1920,656,25780.8,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA02P_99156,1,14531.25,25800,37,6360,6363.75,-3.75,20,19.5809965,10.54355746,5.973238707,1,slide_placement,_doc,lhye0XgBY1V5ZLgk-RRl,1,133,2053,75456,TRUE,25780.8,25702.2,808,183,808,839,TRUE,TRUE,TRUE,31,-625,31,,,,,,,TRUE,TRUE,FALSE,TRUE,1.15,25,CS002,H01CBA02P,,CS002-1-1618411711877,1,18,2021-04-14T18:22:39,99156,,,,,,,,,,,,,,,,,,,183,132,839,133,808,2053,154,2051,25.7808,2.25,1.2183,5.006815972,0.925128305,752,193,771,175,0.946987952,18.86363636,839,132,-68.20865279,42.08817087,-2675,1656.25,1920,656,25780.8,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA02P_99156,2,15875,33700,37,6343.75,6345.625,-1.875,19,18.57858161,8.467726189,2.187193155,1,slide_placement,_doc,lhye0XgBY1V5ZLgk-RRl,1,133,2053,75456,TRUE,25780.8,25702.2,808,183,808,839,TRUE,TRUE,TRUE,31,-625,31,,,,,,,TRUE,TRUE,FALSE,TRUE,1.15,25,CS002,H01CBA02P,,CS002-1-1618411711877,1,18,2021-04-14T18:22:39,99156,,,,,,,,,,,,,,,,,,,183,132,839,133,808,2053,154,2051,25.7808,2.25,1.2183,5.006815972,0.925128305,752,193,771,175,0.946987952,18.86363636,839,132,-68.20865279,42.08817087,-2675,1656.25,1920,656,25780.8,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA05P_99145,0,19068.75,31712.5,25,6460,6463.75,-3.75,14,23.60067203,22.21716331,3.094873428,1,slide_placement,_doc,sByf0XgBY1V5ZLgkiBeP,1,93,2039,75894,TRUE,25545,25623,779,99,778,754,TRUE,TRUE,TRUE,-24,-680,-24,,,,,,,TRUE,TRUE,FALSE,TRUE,1.15,25,CS002,H01CBA05P,,CS002-2-1618411711879,1,18,2021-04-14T18:23:16,99145,,,,,,,,,,,,,,,,,,,99,95,754,87,781,2011,121,2039,25.545,2.4,-1.053,5.390995398,-0.804073195,766,172,791,147,0.939759036,24.9,781,87,9.442168675,59.66626506,368.75,2331.25,1946,655,25545,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA05P_99148,2,21125,40043.75,25,6480,6485.625,-5.625,15,18.30690188,9.630827006,4.083223104,1,slide_placement,_doc,cRyi0XgBY1V5ZLgkUj2g,1,87,2027,75660,TRUE,25467,25701,768,92,768,745,TRUE,TRUE,TRUE,-23,-676,-23,,,,,,,TRUE,TRUE,FALSE,TRUE,1.05,23,CS002,H01CBA05P,,CS002-2-1618411711879,1,19,2021-04-14T18:26:19,99148,,,,,,,,,,,,,,,,,,,92,94,745,87,770,2026,109,2032,25.467,2.4,-0.975,5.407555994,-0.738748931,766,172,791,147,0.939759036,24.9,770,87,20.44216867,59.66626506,800,2331.25,1940,653,25467,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA05P_99148,3,20012.5,10256.25,47,6485.625,6491.25,-5.625,26,18.92558663,11.99328488,2.811915636,1,slide_placement,_doc,cRyi0XgBY1V5ZLgkUj2g,1,87,2027,75660,TRUE,25467,25701,768,92,768,745,TRUE,TRUE,TRUE,-23,-676,-23,,,,,,,TRUE,TRUE,FALSE,TRUE,1.05,23,CS002,H01CBA05P,,CS002-2-1618411711879,1,19,2021-04-14T18:26:19,99148,,,,,,,,,,,,,,,,,,,92,94,745,87,770,2026,109,2032,25.467,2.4,-0.975,5.407555994,-0.738748931,766,172,791,147,0.939759036,24.9,770,87,20.44216867,59.66626506,800,2331.25,1940,653,25467,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA02P_99159,0,13393.75,34081.25,37,6620,6620,0,18,20.46027743,14.77547985,3.406458616,1,slide_placement,_doc,mxyj0XgBY1V5ZLgkyVIj,1,136,2067,75888.3,TRUE,25466.4,25741.5,801,176,796,824,TRUE,TRUE,TRUE,28,-625,28,,,,,,,TRUE,TRUE,FALSE,TRUE,1.15,25,CS002,H01CBA02P,,CS002-1-1618411711877,1,19,2021-04-14T18:27:55,99159,,,,,,,,,,,,,,,,,,,176,136,824,265,801,2068,145,2058,25.4664,2.25,0.9039,5.068789283,0.730914405,752,193,771,175,0.946987952,18.86363636,824,136,-53.20865279,38.08817087,-2087.5,1500,1930,648,25466.4,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA02P_99159,1,12718.75,17818.75,37,6650,6646.25,3.75,16,28.94649221,10.65395444,2.467375994,1,slide_placement,_doc,mxyj0XgBY1V5ZLgkyVIj,1,136,2067,75888.3,TRUE,25466.4,25741.5,801,176,796,824,TRUE,TRUE,TRUE,28,-625,28,,,,,,,TRUE,TRUE,FALSE,TRUE,1.15,25,CS002,H01CBA02P,,CS002-1-1618411711877,1,19,2021-04-14T18:27:55,99159,,,,,,,,,,,,,,,,,,,176,136,824,265,801,2068,145,2058,25.4664,2.25,0.9039,5.068789283,0.730914405,752,193,771,175,0.946987952,18.86363636,824,136,-53.20865279,38.08817087,-2087.5,1500,1930,648,25466.4,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA05P_99151,0,13918.75,24418.75,25,6440,6440,0,12,11.69409796,42.11586701,3.005255938,1,slide_placement,_doc,dByk0XgBY1V5ZLgkbFfu,1,88,2036,75972,TRUE,25272,25467,758,102,758,750,TRUE,TRUE,TRUE,-8,-656,-8,,,,,,,TRUE,TRUE,FALSE,TRUE,1.3,28,CS002,H01CBA05P,,CS002-2-1618411711879,1,20,2021-04-14T18:28:37,99151,,,,,,,,,,,,,,,,,,,102,97,750,88,758,2036,105,2037,25.272,2.4,-0.312,5.449406745,-0.235301604,766,172,791,147,0.939759036,24.9,758,88,32.44216867,58.66626506,1268.75,2293.75,1948,648,25272,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA05P_99151,1,13918.75,37668.75,25,6440,6440,0,12,11.94741787,27.63443506,2.388672829,1,slide_placement,_doc,dByk0XgBY1V5ZLgkbFfu,1,88,2036,75972,TRUE,25272,25467,758,102,758,750,TRUE,TRUE,TRUE,-8,-656,-8,,,,,,,TRUE,TRUE,FALSE,TRUE,1.3,28,CS002,H01CBA05P,,CS002-2-1618411711879,1,20,2021-04-14T18:28:37,99151,,,,,,,,,,,,,,,,,,,102,97,750,88,758,2036,105,2037,25.272,2.4,-0.312,5.449406745,-0.235301604,766,172,791,147,0.939759036,24.9,758,88,32.44216867,58.66626506,1268.75,2293.75,1948,648,25272,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA05P_99154,0,14006.25,26212.5,25,6250,6248.125,1.875,11,10.29009266,10.64368598,3.401802301,1,slide_placement,_doc,pxyo0XgBY1V5ZLgkIYNG,1,85,2036,76089,TRUE,25428,25818,787,103,787,755,TRUE,TRUE,TRUE,-32,-684,-32,,,,,,,TRUE,TRUE,FALSE,TRUE,1.4,30,CS002,H01CBA05P,,CS002-2-1618411711879,1,21,2021-04-14T18:32:40,99154,,,,,,,,,,,,,,,,,,,103,96,755,85,789,1943,125,2042,25.428,2.4,-1.326,5.415874562,-1.048528117,766,172,791,147,0.939759036,24.9,789,85,1.442168675,61.66626506,56.25,2406.25,1951,652,25428,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA02P_99162,0,8931.25,18237.5,37,6600,6600,0,18,27.31622713,23.18301261,3.599698305,1,slide_placement,_doc,chyp0XgBY1V5ZLgkhZNk,1,135,2075,76242,TRUE,25466.4,25584.3,800,190,799,838,TRUE,TRUE,TRUE,39,-610,39,,,,,,,TRUE,TRUE,FALSE,TRUE,1.2,26,CS002,H01CBA02P,,CS002-1-1618411711877,1,20,2021-04-14T18:34:11,99162,,,,,,,,,,,,,,,,,,,190,135,839,136,800,2076,147,2075,25.4664,2.25,1.5327,5.068789283,1.151899968,752,193,771,175,0.946987952,18.86363636,839,135,-68.20865279,39.08817087,-2675,1537.5,1940,648,25466.4,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA02P_99162,1,7368.75,25462.5,37,6560,6556.25,3.75,16,43.47161864,23.04340329,5.459583998,1,slide_placement,_doc,chyp0XgBY1V5ZLgkhZNk,1,135,2075,76242,TRUE,25466.4,25584.3,800,190,799,838,TRUE,TRUE,TRUE,39,-610,39,,,,,,,TRUE,TRUE,FALSE,TRUE,1.2,26,CS002,H01CBA02P,,CS002-1-1618411711877,1,20,2021-04-14T18:34:11,99162,,,,,,,,,,,,,,,,,,,190,135,839,136,800,2076,147,2075,25.4664,2.25,1.5327,5.068789283,1.151899968,752,193,771,175,0.946987952,18.86363636,839,135,-68.20865279,39.08817087,-2675,1537.5,1940,648,25466.4,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA02P_99162,2,20256.25,32400,37,6586.25,6586.25,0,18,32.91153877,22.15203935,2.447608232,1,slide_placement,_doc,chyp0XgBY1V5ZLgkhZNk,1,135,2075,76242,TRUE,25466.4,25584.3,800,190,799,838,TRUE,TRUE,TRUE,39,-610,39,,,,,,,TRUE,TRUE,FALSE,TRUE,1.2,26,CS002,H01CBA02P,,CS002-1-1618411711877,1,20,2021-04-14T18:34:11,99162,,,,,,,,,,,,,,,,,,,190,135,839,136,800,2076,147,2075,25.4664,2.25,1.5327,5.068789283,1.151899968,752,193,771,175,0.946987952,18.86363636,839,135,-68.20865279,39.08817087,-2675,1537.5,1940,648,25466.4,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA02P_99162,3,14193.75,39037.5,69,6586.25,6576.875,9.375,29,35.65687399,21.93602544,2.414278269,1,slide_placement,_doc,chyp0XgBY1V5ZLgkhZNk,1,135,2075,76242,TRUE,25466.4,25584.3,800,190,799,838,TRUE,TRUE,TRUE,39,-610,39,,,,,,,TRUE,TRUE,FALSE,TRUE,1.2,26,CS002,H01CBA02P,,CS002-1-1618411711877,1,20,2021-04-14T18:34:11,99162,,,,,,,,,,,,,,,,,,,190,135,839,136,800,2076,147,2075,25.4664,2.25,1.5327,5.068789283,1.151899968,752,193,771,175,0.946987952,18.86363636,839,135,-68.20865279,39.08817087,-2675,1537.5,1940,648,25466.4,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA02P_99162,4,21056.25,45968.75,69,6576.875,6565.625,11.25,28,24.15893141,21.72588473,2.384189844,1,slide_placement,_doc,chyp0XgBY1V5ZLgkhZNk,1,135,2075,76242,TRUE,25466.4,25584.3,800,190,799,838,TRUE,TRUE,TRUE,39,-610,39,,,,,,,TRUE,TRUE,FALSE,TRUE,1.2,26,CS002,H01CBA02P,,CS002-1-1618411711877,1,20,2021-04-14T18:34:11,99162,,,,,,,,,,,,,,,,,,,190,135,839,136,800,2076,147,2075,25.4664,2.25,1.5327,5.068789283,1.151899968,752,193,771,175,0.946987952,18.86363636,839,135,-68.20865279,39.08817087,-2675,1537.5,1940,648,25466.4,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA05P_99160,0,18325,36631.25,25,6470,6471.875,-1.875,13,7.293379267,21.96007921,3.405428171,1,slide_placement,_doc,mhyx0XgBY1V5ZLgk2-Rt,1,90,2029,75621,TRUE,25623,25701,760,89,759,746,TRUE,TRUE,TRUE,-13,-671,-13,,,,,,,TRUE,TRUE,FALSE,TRUE,1.05,23,CS002,H01CBA05P,,CS002-2-1618411711879,1,23,2021-04-14T18:43:17,99160,,,,,,,,,,,,,,,,,,,89,95,746,89,760,2028,100,2033,25.623,2.4,-0.546,5.374536074,-0.413691533,766,172,791,147,0.939759036,24.9,760,89,30.44216867,57.66626506,1187.5,2250,1939,657,25623,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA05P_99160,1,11162.5,28087.5,25,6481.875,6483.75,-1.875,13,15.00763443,14.25907049,2.11177063,1,slide_placement,_doc,mhyx0XgBY1V5ZLgk2-Rt,1,90,2029,75621,TRUE,25623,25701,760,89,759,746,TRUE,TRUE,TRUE,-13,-671,-13,,,,,,,TRUE,TRUE,FALSE,TRUE,1.05,23,CS002,H01CBA05P,,CS002-2-1618411711879,1,23,2021-04-14T18:43:17,99160,,,,,,,,,,,,,,,,,,,89,95,746,89,760,2028,100,2033,25.623,2.4,-0.546,5.374536074,-0.413691533,766,172,791,147,0.939759036,24.9,760,89,30.44216867,57.66626506,1187.5,2250,1939,657,25623,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA05P_99160,2,10093.75,25006.25,25,6483.75,6487.5,-3.75,14,22.29025897,54.24527662,1.836907148,1,slide_placement,_doc,mhyx0XgBY1V5ZLgk2-Rt,1,90,2029,75621,TRUE,25623,25701,760,89,759,746,TRUE,TRUE,TRUE,-13,-671,-13,,,,,,,TRUE,TRUE,FALSE,TRUE,1.05,23,CS002,H01CBA05P,,CS002-2-1618411711879,1,23,2021-04-14T18:43:17,99160,,,,,,,,,,,,,,,,,,,89,95,746,89,760,2028,100,2033,25.623,2.4,-0.546,5.374536074,-0.413691533,766,172,791,147,0.939759036,24.9,760,89,30.44216867,57.66626506,1187.5,2250,1939,657,25623,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA05P_99160,3,10006.25,17587.5,47,6487.5,6485.625,1.875,22,27.01689061,19.51204178,1.774249077,1,slide_placement,_doc,mhyx0XgBY1V5ZLgk2-Rt,1,90,2029,75621,TRUE,25623,25701,760,89,759,746,TRUE,TRUE,TRUE,-13,-671,-13,,,,,,,TRUE,TRUE,FALSE,TRUE,1.05,23,CS002,H01CBA05P,,CS002-2-1618411711879,1,23,2021-04-14T18:43:17,99160,,,,,,,,,,,,,,,,,,,89,95,746,89,760,2028,100,2033,25.623,2.4,-0.546,5.374536074,-0.413691533,766,172,791,147,0.939759036,24.9,760,89,30.44216867,57.66626506,1187.5,2250,1939,657,25623,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA05P_99163,1,5481.25,18087.5,25,6420,6427.5,-7.5,16,10.36956522,7.141163183,8.378276587,1,slide_placement,_doc,sx210XgBY1V5ZLgkgxPS,1,85,2030,75855,TRUE,25311,25467,774,110,772,759,TRUE,TRUE,TRUE,-13,-664,-13,,,,,,,TRUE,TRUE,FALSE,TRUE,1.05,23,CS002,H01CBA05P,,CS002-2-1618411711879,1,24,2021-04-14T18:47:17,99163,,,,,,,,,,,,,,,,,,,110,130,759,85,774,1965,119,2036,25.311,2.4,-0.585,5.440984773,-0.457152027,766,172,791,147,0.939759036,24.9,774,85,16.44216867,61.66626506,643.75,2406.25,1945,649,25311,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA05P_99169,0,13262.5,42837.5,25,6380,6387.5,-7.5,16,14.64760038,8.433377524,3.881030321,1,slide_placement,_doc,IB240XgBY1V5ZLgkOi6f,1,90,2043,76167,TRUE,25740,25818,786,105,785,765,TRUE,TRUE,TRUE,-20,-681,-20,,,,,,,TRUE,TRUE,FALSE,TRUE,1.25,27,CS002,H01CBA05P,,CS002-2-1618411711879,1,26,2021-04-14T18:50:15,99169,,,,,,,,,,,,,,,,,,,105,91,765,84,787,2030,123,2043,25.74,2.4,-0.858,5.350034951,-0.647756424,766,172,791,147,0.939759036,24.9,787,84,3.442168675,62.66626506,137.5,2450,1953,660,25740,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA05P_99169,1,20550,35168.75,25,6397.5,6397.5,0,12,20.75912727,13.02203888,2.038110971,1,slide_placement,_doc,IB240XgBY1V5ZLgkOi6f,1,90,2043,76167,TRUE,25740,25818,786,105,785,765,TRUE,TRUE,TRUE,-20,-681,-20,,,,,,,TRUE,TRUE,FALSE,TRUE,1.25,27,CS002,H01CBA05P,,CS002-2-1618411711879,1,26,2021-04-14T18:50:15,99169,,,,,,,,,,,,,,,,,,,105,91,765,84,787,2030,123,2043,25.74,2.4,-0.858,5.350034951,-0.647756424,766,172,791,147,0.939759036,24.9,787,84,3.442168675,62.66626506,137.5,2450,1953,660,25740,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA05P_99169,2,11943.75,27381.25,25,6387.5,6391.25,-3.75,14,22.84136235,13.46083149,2.116707325,1,slide_placement,_doc,IB240XgBY1V5ZLgkOi6f,1,90,2043,76167,TRUE,25740,25818,786,105,785,765,TRUE,TRUE,TRUE,-20,-681,-20,,,,,,,TRUE,TRUE,FALSE,TRUE,1.25,27,CS002,H01CBA05P,,CS002-2-1618411711879,1,26,2021-04-14T18:50:15,99169,,,,,,,,,,,,,,,,,,,105,91,765,84,787,2030,123,2043,25.74,2.4,-0.858,5.350034951,-0.647756424,766,172,791,147,0.939759036,24.9,787,84,3.442168675,62.66626506,137.5,2450,1953,660,25740,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA05P_99169,3,11781.25,19168.75,47,6391.25,6404.375,-13.125,30,6.261701117,7.691661063,1.752340555,1,slide_placement,_doc,IB240XgBY1V5ZLgkOi6f,1,90,2043,76167,TRUE,25740,25818,786,105,785,765,TRUE,TRUE,TRUE,-20,-681,-20,,,,,,,TRUE,TRUE,FALSE,TRUE,1.25,27,CS002,H01CBA05P,,CS002-2-1618411711879,1,26,2021-04-14T18:50:15,99169,,,,,,,,,,,,,,,,,,,105,91,765,84,787,2030,123,2043,25.74,2.4,-0.858,5.350034951,-0.647756424,766,172,791,147,0.939759036,24.9,787,84,3.442168675,62.66626506,137.5,2450,1953,660,25740,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA05P_99172,0,18906.25,37631.25,25,6500,6498.125,1.875,11,20.90089003,9.373009823,3.367287636,1,slide_placement,_doc,Kx270XgBY1V5ZLgkdVOA,1,90,2032,75738,TRUE,25467,25623,770,105,770,758,TRUE,TRUE,TRUE,-12,-665,-12,,,,,,,TRUE,TRUE,FALSE,TRUE,1.1,24,CS002,H01CBA05P,,CS002-2-1618411711879,1,27,2021-04-14T18:53:46,99172,,,,,,,,,,,,,,,,,,,105,95,758,89,770,1953,113,2032,25.467,2.4,-0.468,5.407555994,-0.368859498,766,172,791,147,0.939759036,24.9,770,89,20.44216867,57.66626506,800,2250,1942,653,25467,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA05P_99172,1,7825,22256.25,25,6508.125,6508.125,0,12,9.04897838,9.711181684,2.446843386,1,slide_placement,_doc,Kx270XgBY1V5ZLgkdVOA,1,90,2032,75738,TRUE,25467,25623,770,105,770,758,TRUE,TRUE,TRUE,-12,-665,-12,,,,,,,TRUE,TRUE,FALSE,TRUE,1.1,24,CS002,H01CBA05P,,CS002-2-1618411711879,1,27,2021-04-14T18:53:46,99172,,,,,,,,,,,,,,,,,,,105,95,758,89,770,1953,113,2032,25.467,2.4,-0.468,5.407555994,-0.368859498,766,172,791,147,0.939759036,24.9,770,89,20.44216867,57.66626506,800,2250,1942,653,25467,FALSE,FALSE,,,FALSE,14/04/2021,both
H01CBA05P_99172,2,19931.25,15256.25,25,6370,6390.625,-20.625,23,7.391898313,14.54430042,5.286570311,1,slide_placement,_doc,Kx270XgBY1V5ZLgkdVOA,1,90,2032,75738,TRUE,25467,25623,770,105,770,758,TRUE,TRUE,TRUE,-12,-665,-12,,,,,,,TRUE,TRUE,FALSE,TRUE,1.1,24,CS002,H01CBA05P,,CS002-2-1618411711879,1,27,2021-04-14T18:53:46,99172,,,,,,,,,,,,,,,,,,,105,95,758,89,770,1953,113,2032,25.467,2.4,-0.468,5.407555994,-0.368859498,766,172,791,147,0.939759036,24.9,770,89,20.44216867,57.66626506,800,2250,1942,653,25467,FALSE,FALSE,,,FALSE,14/04/2021,both
